Entry	Entry name	Status	Protein_names	Gene_names	Organism	AA_Length	Taxonomic lineage (ALL)	Organism ID
A0A0P0NL33	A0A0P0NL33_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQ505_21580	Pedobacter sp. PACM 27299	289	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter sp. PACM 27299"	1727164
A0A1D7QCE4	A0A1D7QCE4_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BFS30_03845	Pedobacter steynii	290	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter steynii"	430522
Q0FJ32	Q0FJ32_PELBH	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS R2601_27323	Pelagibaca bermudensis (strain JCM 13377 / KCTC 12554 / HTCC2601)	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pelagibaca, Pelagibaca bermudensis, Pelagibaca bermudensis (strain JCM 13377 / KCTC 12554 / HTCC2601)"	314265
A0A1C2AXK2	A0A1C2AXK2_9PROT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AKH20_01690	Pelagibacteraceae bacterium GOM-A3	383	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Pelagibacteraceae, unclassified Pelagibacteraceae, Pelagibacteraceae bacterium GOM-A3"	1696175
A0A1E4E0Y0	A0A1E4E0Y0_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABS74_04280	Pelagibacterium sp. SCN 63-126	386	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pelagibacterium, Pelagibacterium sp. SCN 63-126"	1660123
A0A1E4FBU8	A0A1E4FBU8_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABS75_19850	Pelagibacterium sp. SCN 63-23	389	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pelagibacterium, Pelagibacterium sp. SCN 63-23"	1660124
A0A1E4G4I4	A0A1E4G4I4_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABS76_23765	Pelagibacterium sp. SCN 64-44	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pelagibacterium, Pelagibacterium sp. SCN 64-44"	1660125
A0A1B0ZN06	A0A1B0ZN06_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	JL2886_00560	Phaeobacter gallaeciensis	380	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Phaeobacter, Phaeobacter gallaeciensis"	60890
A0A135IP77	A0A135IP77_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AT574_03630	Phaeobacter inhibens	382	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Phaeobacter, Phaeobacter inhibens"	221822
A0A0C2H0G7	A0A0C2H0G7_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	OL67_05565	Phaeobacter sp. S26	382	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Phaeobacter, Phaeobacter sp. S26"	1569354
B4R8V6	B4R8V6_PHEZH	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PHZ_c2912	Phenylobacterium zucineum (strain HLK1)	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium, Phenylobacterium zucineum, Phenylobacterium zucineum (strain HLK1)"	450851
A0A1H0Q2I6	A0A1H0Q2I6_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04489867_1458	Phycicoccus dokdonensis	339	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Intrasporangiaceae, Phycicoccus, Phycicoccus dokdonensis"	443156
A0A0T2I9Z7	A0A0T2I9Z7_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ASD62_18270	Phycicoccus sp. Root563	345	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Intrasporangiaceae, Phycicoccus, Phycicoccus sp. Root563"	1736562
A0A0Q9S599	A0A0Q9S599_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ASG91_15330	Phycicoccus sp. Soil802	342	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Intrasporangiaceae, Phycicoccus, Phycicoccus sp. Soil802"	1736414
A0A0Q9SA39	A0A0Q9SA39_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ASG95_08505	Phycicoccus sp. Soil803	342	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Intrasporangiaceae, Phycicoccus, Phycicoccus sp. Soil803"	1736415
A4GXB0	A4GXB0_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Phyllobacterium brassicacearum	337	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Phyllobacterium, Phyllobacterium brassicacearum"	314235
A0A1T5L2G2	A0A1T5L2G2_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN06295973_3114	Plantibacter cousiniae	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Microbacteriaceae, Plantibacter, Plantibacter cousiniae"	199709
A0A1S7BBV3	A0A1S7BBV3_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BWO91_15420	Plantibacter flavus	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Microbacteriaceae, Plantibacter, Plantibacter flavus"	150123
A0A0Q5DXB8	A0A0Q5DXB8_9MICO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ASF68_17825	Plantibacter sp. Leaf314	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Micrococcales, Microbacteriaceae, Plantibacter, Plantibacter sp. Leaf314"	1736333
A0A176T6H8	A0A176T6H8_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	LPB303_13175	Polaribacter atrinae	306	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter atrinae"	1333662
A0A1B8TVN1	A0A1B8TVN1_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	LPB301_13430	Polaribacter reichenbachii	310	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter reichenbachii"	996801
A0A0R2SW24	A0A0R2SW24_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABR91_00585	Polaribacter sp. BACL8 MAG-120531-bin13	298	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. BACL8 MAG-120531-bin13"	1655554
A0A1U9LAA6	A0A1U9LAA6_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BXQ17_12980	Polaribacter sp. BM10	312	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. BM10"	1529069
A0A099XS29	A0A099XS29_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	PHEL49_0320	Polaribacter sp. Hel1_33_49	313	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. Hel1_33_49"	1336803
A0A1H2GRV8	A0A1H2GRV8_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04487762_2541	Polaribacter sp. Hel1_33_78	313	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. Hel1_33_78"	1336804
A0A099XPG9	A0A099XPG9_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	PHEL85_2862	Polaribacter sp. Hel1_85	318	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. Hel1_85"	1250005
A0A1M7N5D1	A0A1M7N5D1_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05720268_1835	Polaribacter sp. KT 15	312	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. KT 15"	1896175
A0A1H1L180	A0A1H1L180_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05216503_0322	Polaribacter sp. KT25b	312	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter sp. KT25b"	1855336
A0A1B8TRH4	A0A1B8TRH4_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	LPB3_15445	Polaribacter vadi	307	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter, Polaribacter vadi"	1774273
Q125R6	Q125R6_POLSJ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Bpro_3828	Polaromonas sp. (strain JS666 / ATCC BAA-500)	342	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas, Polaromonas sp. (strain JS666 / ATCC BAA-500)"	296591
A0A1S8FGD1	A0A1S8FGD1_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS B0B52_11820	Polaromonas sp. A23	342	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas, Polaromonas sp. A23"	1944133
J2UEW6	J2UEW6_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS PMI15_00451	Polaromonas sp. CF318	350	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas, Polaromonas sp. CF318"	1144318
A0A0D5ZAV1	A0A0D5ZAV1_9BURK	unreviewed	ACC deaminase (Fragment)	acsd	Polaromonas sp. EcB7	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas, Polaromonas sp. EcB7"	1635343
A0A0E3ZF21	A0A0E3ZF21_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PKOR_04675	Pontibacter korlensis	300	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, Pontibacter korlensis"	400092
J0V667	J0V667_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	O71_14251	Pontibacter sp. BAB1700	301	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, Pontibacter sp. BAB1700"	1144253
A0A1Q5PG11	A0A1Q5PG11_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A3841_14965	Pontibacter sp. S10-8	300	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, Pontibacter sp. S10-8"	1797110
A0A0N8GEK9	A0A0N8GEK9_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS ABB55_05840	Prosthecomicrobium hirschii	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Prosthecomicrobium, Prosthecomicrobium hirschii"	665126
A0A1B7JYC7	A0A1B7JYC7_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	M998_1365	Providencia heimbachae ATCC 35613	333	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Providencia, Providencia heimbachae, Providencia heimbachae ATCC 35613"	1354272
A0A1V8RTT2	A0A1V8RTT2_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BFN67_13130	Pseudaminobacter manganicus	382	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Pseudaminobacter, Pseudaminobacter manganicus"	1873176
A0A1Q2GWF2	A0A1Q2GWF2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B0W48_06365	Pseudoalteromonas aliena	303	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas aliena"	247523
A0A1S1NAS3	A0A1S1NAS3_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BIW53_11800	Pseudoalteromonas byunsanensis	304	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas byunsanensis"	327939
A0A0B2JU94	A0A0B2JU94_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PL71_06840	Pseudoalteromonas flavipulchra NCIMB 2033 = ATCC BAA-314	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas flavipulchra, Pseudoalteromonas flavipulchra NCIMB 2033 = ATCC BAA-314"	1315273
A0A063KWE1	A0A063KWE1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	DC53_05800	Pseudoalteromonas fuliginea	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas fuliginea"	1872678
A0A1Q8FN83	A0A1Q8FN83_PSEHA	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AWH60_13125	Pseudoalteromonas haloplanktis (Alteromonas haloplanktis)	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas haloplanktis (Alteromonas haloplanktis)"	228
A0A1I7B779	A0A1I7B779_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04487854_11147	Pseudoalteromonas lipolytica	298	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas lipolytica"	570156
A0A0C1MLA2	A0A0C1MLA2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	JF50_03615	Pseudoalteromonas luteoviolacea	300	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas luteoviolacea"	43657
V4HZX4	V4HZX4_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PL2TA16_02675	Pseudoalteromonas luteoviolacea 2ta16	300	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas luteoviolacea, Pseudoalteromonas luteoviolacea 2ta16"	1353533
L8D463	L8D463_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	PALB_12690	Pseudoalteromonas luteoviolacea B = ATCC 29581	303	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas luteoviolacea, Pseudoalteromonas luteoviolacea B = ATCC 29581"	1268239
A0A0S2JXN1	A0A0S2JXN1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	PP2015_222	Pseudoalteromonas phenolica	304	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas phenolica"	161398
A0A0F4NU50	A0A0F4NU50_PSEO7	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	TW75_17180	Pseudoalteromonas piscicida	301	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas piscicida"	43662
A0A0N0LYW2	A0A0N0LYW2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADS77_12885	Pseudoalteromonas porphyrae	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas porphyrae"	187330
A0A0U3GGA1	A0A0U3GGA1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AT705_13940	Pseudoalteromonas rubra	300	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas rubra"	43658
A0A0F4Q560	A0A0F4Q560_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	TW72_01680	Pseudoalteromonas ruthenica	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas ruthenica"	151081
A0A162II24	A0A162II24_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A3733_04845	Pseudoalteromonas shioyasakiensis	299	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas shioyasakiensis"	1190813
A0A0W1LI20	A0A0W1LI20_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATS76_00400	Pseudoalteromonas sp. 10-33	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. 10-33"	1761890
A0A1E2TR23	A0A1E2TR23_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BB427_01435	Pseudoalteromonas sp. BMB	303	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. BMB"	1874619
G7EVG5	G7EVG5_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	P20311_2691	Pseudoalteromonas sp. BSi20311	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. BSi20311"	383911
G7F896	G7F896_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	P20429_3503	Pseudoalteromonas sp. BSi20429	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. BSi20429"	1097676
G7G4T0	G7G4T0_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	P20495_2917	Pseudoalteromonas sp. BSi20495	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. BSi20495"	386429
G7EFS0	G7EFS0_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	P20652_1607	Pseudoalteromonas sp. BSi20652	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. BSi20652"	388384
A0A0W1LBQ4	A0A0W1LBQ4_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATS74_15860	Pseudoalteromonas sp. H103	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. H103"	1761893
A0A0W1L5D9	A0A0W1L5D9_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATS75_13345	Pseudoalteromonas sp. H105	298	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. H105"	1348393
A0A1R4JWQ4	A0A1R4JWQ4_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	CZ797_08345	Pseudoalteromonas sp. JB197	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. JB197"	1434839
A0A1S1N329	A0A1S1N329_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BET10_03765	Pseudoalteromonas sp. JW1	304	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. JW1"	1859457
A0A0A7EEM2	A0A0A7EEM2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	OM33_04675	Pseudoalteromonas sp. OCN003	301	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. OCN003"	1348114
Z9K4Z1	Z9K4Z1_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BG00_08695	Pseudoalteromonas sp. SCSIO_11900	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. SCSIO_11900"	1461766
A0A0M8KHN4	A0A0M8KHN4_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	W04_0867	Pseudoalteromonas sp. SW0106-04	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. SW0106-04"	1702169
A0A1E3WZW8	A0A1E3WZW8_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BCD66_05850	Pseudoalteromonas tetraodonis	302	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas tetraodonis"	43659
